celle|celle|cel|ILLE||PRON||Dem,Fem,Sing|g,p,v
celonc|celonc|selonc|SECUNDUS||ADP|||g,p,v
cels|cels|cel|ILLE||PRON||Dem,Masc,Plur,Nom|g,p,v
cels|cels1|cel|ILLE||PRON||Dem,Masc,Plur,Acc|g,p,v
celui|celui|cel|ILLE||DET||Dem,Masc,Sing,Nom|g,p,v
celui|celui1|cel|ILLE||DET||Dem,Masc,Sing,Acc|g,p,v
celui|celui2|cel|ILLE||PRON||Dem,Masc,Sing,Nom|g,p,v
cercle|cercle|cercle|CIRCULUS||NOUN||Masc,Sing,Nom|g,p,v
cert|cert|cert|CERTUS||ADJ|Adv|Neut,Sing|g,p,v
certaine|certaine|certain|CERTUS||ADJ||Fem,Sing|g,p,v
certainement|certainement|certainement|CERTUS||ADV|||g,p,v
certes|certes|certes|CERTUS||ADV|||g,p,v
ces|ces|ce2|ISTE||DET||Dem,Masc,Plur,Nom|g,p,v
ces|ces1|ce2|ISTE||DET||Dem,Masc,Plur,Acc|g,p,v
ces|ces2|ce2|ISTE||DET||Dem,Fem,Plur|g,p,v
cest|cest|cest|ISTE||DET||Dem,Fem,Sing|g,p,v
ceste|ceste1|cest|ISTE||DET||Dem,Fem,Sing|g,p,v
cestui|cestui2|cest|ISTE||DET||Dem,Masc,Sing,Nom|g,p,v
cestui|cestui3|cest|ISTE||DET||Dem,Masc,Sing,Acc|g,p,v
chabre|chabre|chambre1|CAMERA||NOUN||Fem,Sing|g,p,v
chaille|chaille|chaloir|CALERE||VERB||Fin,Sub,Pres,Intr,3,Sing|g,p,v
chambre|chambre|chambre1|CAMERA||NOUN||Fem,Sing|g,p,v
chanberlene|chanberlene|chamberlenc|KAMERLING||NOUN||Masc,Sing,Acc|g,p,v
chanbre|chanbre|chambre1|CAMERA||NOUN||Fem,Sing|g,p,v
chanton|chanton|chanter|CANTARE||VERB||Fin,Ind,Pres,Intr,3,Plur|g,p,v
chasast|chasast|chacier|*CAPTIARE||VERB||Fin,Sub,Imp,Act,Trans,3,Sing|g,p,v
chascun|chascun|chascun|CATA||DET||Ind,Masc,Sing,Acc|g,p,v
chaser|chaser|chacier|*CAPTIARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
chastiement|chastiement|chastïement|CASTIGARE||NOUN||Masc,Sing,Acc|g,p,v
chastierois|chastierois|chastiier|CASTIGARE||VERB||Fin,Ind,Fut,Rfl,2,Sing|g,p,v
chausa|chausa| chaucier1|CALCEARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
chemise|chemise|chemise|CAMISIA||NOUN||Fem,Sing|g,p,v
cherement|cherement|chierement|CARUS||ADV||Man|g,p,v
cheri|cheri|chierir|CARUS||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
cherie|cherie|chierir|CARUS||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
cherir|cherir|chierir|CARUS||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
chersant|chersant|cerchier|CIRCARE||VERB||Ind,Ger,Pres,Act,Trans|g,p,v
cheval|cheval|cheval|CABALLUS||NOUN||Masc,Sing,Acc|g,p,v
chevalier|chevalier1|chevalier|CABALLARIUS||NOUN||Masc,Sing,Acc|g,p,v
chevaliers|chevaliers|chevalier|CABALLARIUS||NOUN||Masc,Sing,Nom|g,p,v
chevaliers|chevaliers1|chevalier|CABALLARIUS||NOUN||Masc,Sing,Acc|g,p,v
chevaliers|chevaliers2|chevalier|CABALLARIUS||NOUN||Masc,Plur,Nom|g,p,v
chevaliers|chevaliers3|chevalier|CABALLARIUS||NOUN||Masc,Plur,Acc|g,p,v
chevals|chevals|cheval|CABALLUS||NOUN||Masc,Plur,Acc|g,p,v
chevaucha|chevaucha|chevauchier|CABALLICARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
chevi|chevi|chevir|CAPUT||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
chevis|chevis|chevir|CAPUT||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
cheüe|cheüe|chëoir|CADERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
chief|chief1|chief1|CAPUT||NOUN||Masc,Sing,Acc|g,p,v
chiere|chiere|chiere|CARA||NOUN||Fem,Sing|g,p,v
chiere|chiere1|chier|CARUS||ADJ||Fem,Sing|g,p,v
chierement|chierement|chierement|CARUS||ADV||Man|g,p,v
choucha|choucha|couchier|COLLOCARE||VERB||Fin,Ind,Past,Rfl,3,Sing|g,p,v
chouche|chouche|couche|COLLOCARE||NOUN||Fem,Sing|g,p,v
chouchee|chouchee|couchier|COLLOCARE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
chouchee|chouchee1|couchier|COLLOCARE||VERB||Ind,Part,Past,Sing,Fem|g,p,v
chouse|chouse|chose|CAUSA||NOUN||Fem,Sing|g,p,v
chouses|chouses|chose|CAUSA||NOUN||Fem,Plur|g,p,v
chousi|chousi|choisir|KAUSJAN||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
chousi|chousi1|choisir|KAUSJAN||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
ci|ci|ci|HIC||ADV|||g,p,v
cité|cité|cité|CIVITAS||NOUN||Fem,Sing|g,p,v
clamés|clamés|clamer|CLAMARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
clartés|clartés|clarté|CLARITAS||NOUN||Fem,Sing|g,p,v
cler|cler|cler|CLARUS||ADJ||Masc,Sing,Nom|g,p,v
cler|cler1|cler|CLARUS||ADJ||Masc,Sing,Acc|g,p,v
clos|clos|clore|CLAUDERE||VERB|Adj|Ind,Part,Past,Plur,Masc|g,p,v
close|close|clore|CLAUDERE||VERB||Ind,Part,Past,Sing,Fem|g,p,v
clost|clost|clore|CLAUDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
coillir|coillir|coillir|COLLIGERE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
cojement|cojement|coiement|QUIETUS||ADV||Man|g,p,v
colcos|colcos|Colcos|||PROPN||Masc,Sing,Acc|g,p,v
com|com|come1|QUOMODO||SCONJ|||g,p,v
comanda|comanda|comander|COMMANDARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
comande|comande|comander|COMMENDARE||VERB||Fin,Ind,Pres,Act,Trans,3,Sing|g,p,v
comandement|comandement|comandement|COMMANDARE||NOUN||Masc,Sing,Acc|g,p,v
comander|comander|comander|COMMANDARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
comandé|comandé|comander|COMMANDARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
comant|comant|comander|COMMANDARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing|g,p,v
come|come|come1|QUOMODO||SCONJ|||g,p,v
comenca|comenca|comencier|COMINITIARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
comensa|comensa|comencier|COMINITIARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
coment|coment|coment|QUOMODO||ADV||Int|g,p,v
commanda|commanda|comander|COMMANDARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
commandament|commandament|comandement|COMMENDARE||NOUN||Masc,Sing,Acc|g,p,v
commandement|commandement|comandement|COMMENDARE||NOUN||Masc,Sing,Acc|g,p,v
commenda|commenda|comander|COMMANDARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
commensa|commensa|comencier|COMINITIARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
conbaterais|conbaterais|combatre|COMBATTUERE||VERB||Fin,Ind,Fut,Intr,2,Sing|g,p,v
conduire|conduire|conduire|CONDUCERE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
conduit|conduit|conduire|CONDUCERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
coneü|coneü|conoistre|COGNOSCERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
conforta|conforta|conforter|CONFORTARE||VERB||Fin,Ind,Past,Rfl,3,Sing|g,p,v
conjeer|conjeer|congeer|COMMEATUS||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
conjoir|conjoir|conjöir|GAUDERE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
conjoié|conjoié|conjöir|GAUDERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
conjoï|conjoï|conjöir|GAUDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
conjoïs|conjoïs|conjöir|GAUDERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
conjoïst|conjoïst|conjöir|GAUDERE||VERB||Fin,Sub,Imp,Act,Trans,3,Sing|g,p,v
conjé|conjé|congié|COMMEATUS||NOUN||Masc,Sing,Acc|g,p,v
conmandement|conmandement|comandement|COMMENDARE||NOUN||Masc,Sing,Acc|g,p,v
conmandé|conmandé|comander|COMMENDARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
connoisoit|connoisoit|conoistre|COGNOSCERE||VERB||Fin,Ind,Imp,Act,Trans,3,Sing|g,p,v
connut|connut|conoistre|COGNOSCERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
conpaignie|conpaignie|compagnie|COMPANIO||NOUN||Fem,Sing|g,p,v
conpaignon|conpaignon|compagnon|COMPANIO||NOUN||Masc,Sing,Acc|g,p,v
conpaignons|conpaignons|compagnon|COMPANIO||NOUN||Masc,Plur,Nom|g,p,v
conpaignons|conpaignons1|compagnon|COMPANIO||NOUN||Masc,Plur,Acc|g,p,v
conqerre|conqerre|conquerir|CONQUIRERE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
conqerrés|conqerrés|conquerir|CONQUIRERE||VERB||Fin,Ind,Fut,Act,Trans,2,Plur|g,p,v
conqise|conqise|conquerir|CONQUIRERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
conqist|conqist|conquerir|CONQUIRERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
conseil|conseil|conseil|CONSILIUM||NOUN||Masc,Sing,Acc|g,p,v
consenti|consenti|consentir|CONSENTIRE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
consentir|consentir|consentir|CONSENTIRE||VERB||Ind,Inf,Pres,Act,Intr|g,p,v
consentoit|consentoit|consentir|CONSENTIRE||VERB||Fin,Ind,Imp,Intr,3,Sing|g,p,v
consoilla|consoilla|conseillier3|CONSILIARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
consol|consol|conseil|CONSILIUM||NOUN||Masc,Sing,Acc|g,p,v
contant|contant|conter|COMPUTARE||VERB||Ind,Ger,Pres,Act,Trans|g,p,v
conte|conte|conte1|COMES||NOUN||Masc,Sing,Nom|g,p,v
conte|conte1|conte2|COMPUTUS||NOUN||Masc,Sing,Nom|g,p,v
contee|contee|conter|COMPUTARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
conter|conter|conter|COMPUTARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
contes|contes|conte2|COMPUTUS||NOUN||Masc,Sing,Nom|g,p,v
contre|contre|contre|CONTRA||ADP|||g,p,v
contree|contree|contree|CONTRA||NOUN||Fem,Sing|g,p,v
contrees|contrees|contree|CONTRA||NOUN||Fem,Plur|g,p,v
contrere|contrere|contraire1|CONTRARIUS||NOUN||Masc,Sing,Acc|g,p,v
contr’|contr’|contre|CONTRA||ADP|||g,p,v
conté|conté|conter|COMPUTARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
contés|contés|conter|COMPUTARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
convenable|convenable|covenable|CONVENIRE||ADJ||Masc,Sing,Nom|g,p,v
convendroit|convendroit|covenir|CONVENIRE||VERB||Fin,Cnd,Pres,Intr,3,Sing|g,p,v
convenist|convenist|covenir|CONVENIRE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
convenoit|convenoit|covenir|CONVENIRE||VERB||Fin,Ind,Imp,Intr,3,Sing|g,p,v
conviengne|conviengne|covenir|CONVENIRE||VERB||Fin,Sub,Pres,Intr,3,Sing|g,p,v
convient|convient|covenir|CONVENIRE||VERB||Fin,Ind,Pres,Intr,3,Sing|g,p,v
coraje|coraje|corage|COR||NOUN||Masc,Sing,Acc|g,p,v
corirent|corirent|corir|CURRERE||VERB||Fin,Ind,Past,Rfl,3,Plur|g,p,v
corociés|corociés|corrocier|*CORRUPTUM||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs|g,p,v
correront|correront|corir|CURRERE||VERB||Fin,Ind,Fut,Rfl,3,Plur|g,p,v
corrocerent|corrocerent|corrocier|*CORRUPTUM||VERB||Fin,Ind,Past,Rfl,3,Plur|g,p,v
cors|cors|cors1|CORPUS||NOUN||Masc,Sing,Acc|g,p,v
cors|cors1|cors1|CORPUS||NOUN||Masc,Plur,Acc|g,p,v
cort|cort|cort|COHORS||NOUN||Fem,Sing|g,p,v
cort|cort1|corir|CURRERE||VERB||Fin,Ind,Pres,Act,Intr,3,Sing|g,p,v
cortois|cortois|cortois|COHORS||ADJ||Masc,Sing,Nom|g,p,v
cortoisement|cortoisement|cortoisement|COHORS||ADV||Man|g,p,v
couchier|couchier|couchier|COLLOCARE||VERB||Ind,Part,Pres,Act,Trans|g,p,v
couchés|couchés|couchier|COLLOCARE||VERB|auxTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
coul|coul|col|COLLUM||NOUN||Masc,Sing,Acc|g,p,v
coulor|coulor|color|COLOR||NOUN||Fem,Sing|g,p,v
coulor|coulor1|color|COLOR||NOUN||Fem,Plur|g,p,v
coulors|coulors|color|COLOR||NOUN||Fem,Plur|g,p,v
coup|coup|coup|COLAPHUS||NOUN||Masc,Sing,Acc|g,p,v
couse|couse|chose|CAUSA||NOUN||Fem,Sing|g,p,v
coux|coux|coup|COLAPHUS||NOUN||Masc,Plur,Acc|g,p,v
covert|covert|covrir|COOPERIRE||VERB||Ind,Part,Past,Sing,Fem|g,p,v
covertor|covertor|covertor|COOPERTORIUM||NOUN||Masc,Sing,Acc|g,p,v
covertors|covertors|covertor|COOPERTORIUM||NOUN||Masc,Plur,Nom|g,p,v
creberas|creberas|criembre|TREMERE||VERB||Fin,Ind,Fut,Act,Trans,2,Sing|g,p,v
creinbra|creinbra|criembre|TREMERE||VERB||Fin,Ind,Fut,Act,Trans,3,Sing|g,p,v
creüz|creüz1|croistre|CRESCERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
croi|croi|croire|CREDERE||VERB||Fin,Ind,Pres,Intr,1,Sing|g,p,v
cruelment|cruelment|crüelment|CRUDELIS||ADV||Man|g,p,v
crut|crut|croistre|CRESCERE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
cuer|cuer|cuer2|COR||NOUN||Masc,Sing,Acc|g,p,v
cui|cui|qui|QUI||PRON||Rel,Acc|g,p,v
cuidier|cuidier|cuidier1|COGITARE||VERB|Noun|Ind,Inf,Pres|g,p,v
cuidoit|cuidoit|cuidier1|COGITARE||VERB||Fin,Ind,Imp,Act,Trans,3,Sing|g,p,v
cuir|cuir|cuir|CORIUM||NOUN||Masc,Sing,Acc|g,p,v
cuire|cuire|cuivre|CYPRIUM||NOUN||Masc,Sing,Acc|g,p,v
cuit|cuit|cuidier1|COGITARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing|g,p,v
cuor|cuor|cuer2|COR||NOUN||Masc,Sing,Acc|g,p,v
cuor|cuor1|cuer2|COR||NOUN||Masc,Sing,Nom|g,p,v
c’|c’|se|SI||SCONJ|||g,p,v
d_entor|d_entor|entor|TORNARE||ADV|Adv|Loc,MWEs|g,p,v
d_environ|d_environ|environ|VIBRARE||NOUN|Adv|Masc,Sing,Acc|g,p,v
d_eviron|d_eviron|environ|VIBRARE||NOUN|Adv|Masc,Sing,Acc|g,p,v
daire|daire1|Daires|||PROPN||Masc,Sing,Acc|g,p,v
dame|dame|dame|DOMINA||NOUN||Fem,Sing|g,p,v
damegier|damegier|damagier|DAMNUM||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
dames|dames|dame|DOMINA||NOUN||Fem,Plur|g,p,v
damoisel|damoisel|damoisel|*DOMNICELLUS||NOUN||Masc,Sing,Nom|g,p,v
damoisele|damoisele|damoisele|*DOMNICELLA||NOUN||Fem,Sing|g,p,v
damoiseles|damoiseles|damoisel|*DOMNICELLUS||NOUN||Masc,Plur,Acc|g,p,v
damoiselle|damoiselle|damoisele|*DOMNICELLA||NOUN||Fem,Sing|g,p,v
damoiselles|damoiselles|damoisele|*DOMNICELLA||NOUN||Fem,Plur|g,p,v
de|de|de|DE||ADP|||g,p,v
de|de1|un|UNUS||DET||ArtIndef,Masc,Plur,Acc|g,p,v
de_bonerement|de_bonerement|debonairement|AGER||ADV|||g,p,v
de_ce_qe|de_ce_qe|ce1|HOC||PRON|SConj |Dem,Neut,Sing,MWEs|g,p,v
de_ce_q’|de_ce_q’|ce1|HOC||PRON|SConj |Dem,Neut,Sing,MWEs|g,p,v
de_couste|de_couste|coste|COSTA||NOUN|Adp|Fem,Sing|g,p,v
de_dens|de_dens|dedans|DEINTUS||ADP|||g,p,v
de_denz|de_denz|dedans|DEINTUS||ADP|||g,p,v
de_denz|de_denz1|dedans|DEINTUS||ADV||Loc|g,p,v
de_la|de_la|de|DE||ADP||PrepArt|g,p,v
de_lés|de_lés|dalez|LATUS2||ADP|||g,p,v
de_l’|de_l’|de|DE||ADP||PrepArt|g,p,v
de_part|de_part|part1|PARS||NOUN|Adp|Fem,Sing|g,p,v
de_pres|de_pres|près|PRESSE||ADV|Adv|Loc,MWEs|g,p,v
de_se_qe|de_se_qe|ce1|HOC||PRON|SConj |Dem,Neut,Sing,MWEs|g,p,v
de_sor|de_sor|desor|SUPER||ADP|||g,p,v
de_sor_mès|de_sor_mès|desormais|HORA||ADV||Tim|g,p,v
de_sus|de_sus|desus|SURSUM||ADP|||g,p,v
de_sus|de_sus1|desus|SURSUM||ADV||Loc|g,p,v
deceües|deceües|decevoir|DECIPERE||VERB|compPassTens|Ind,Part,Past,Plur,Fem,MWEs|g,p,v
deconforter|deconforter|desconforter|CONFORTARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
dedenz|dedenz|dedans|DEINTUS||ADP|||g,p,v
dedenz|dedenz1|dedans|DEINTUS||ADV||Loc|g,p,v
defendi|defendi|defendre|DEFENDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
defendirent|defendirent|defendre|DEFENDERE||VERB||Fin,Ind,Past,Act,Trans,3,Plur|g,p,v
defendoit|defendoit|defendre|DEFENDERE||VERB||Fin,Ind,Imp,Rfl,3,Sing|g,p,v
defendre|defendre|defendre|DEFENDERE||VERB||Ind,Inf,Pres,Rfl|g,p,v
delaiement|delaiement|delaiement|LAXARE||NOUN||Masc,Sing,Nom|g,p,v
delaiement|delaiement1|delaiement|LAXARE||NOUN||Masc,Sing,Acc|g,p,v
delitables|delitables|delitable|DELECTARE||ADJ||Masc,Plur,Acc|g,p,v
delivré|delivré|delivrer|DELIBERARE1||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
dels|dels|de|DE||ADP||PrepArt|g,p,v
delés|delés|dalez|LATUS2||ADP|||g,p,v
demain|demain|demain|DE MANE||NOUN||Masc,Sing,Nom|g,p,v
demanda|demanda|demander|DEMANDARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
demandé|demandé|demander|DEMANDARE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs|g,p,v
demandés|demandés|demander|DEMANDARE||VERB||Fin,Ind,Pres,Act,Trans,2,Plur|g,p,v
demanois|demanois|demanois|MANUS||ADV|||g,p,v
demie|demie|demi2|DIMIDIUS||ADJ||Fem,Sing|g,p,v
demora|demora|demorer|DEMORARI||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
demorance|demorance|demorance|DEMORARI||NOUN||Fem,Sing|g,p,v
demore|demore|demorance|DEMORARI||NOUN||Fem,Sing|g,p,v
demore|demore1|demorer|DEMORARI||VERB||Fin,Ind,Pres,Intr,3,Sing|g,p,v
demorer|demorer|demorer|DEMORARI||VERB||Ind,Inf,Pres,Intr|g,p,v
demorerent|demorerent|demorer|DEMORARI||VERB||Fin,Ind,Past,Intr,3,Plur|g,p,v
demoré|demoré|demorer|DEMORARI||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
demoré|demoré1|demorer|DEMORARI||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs|g,p,v
demorés|demorés|demorer|DEMORARI||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs|g,p,v
denz|denz|dent2|DENS||NOUN||Masc,Plur,Acc|g,p,v
departir|departir|departir|PARTIRE||VERB|Noun|Ind,Inf,Pres|g,p,v
departoit|departoit|departir|PARTIRE||VERB||Fin,Ind,Imp,Rfl,3,Sing|g,p,v
dereaine|dereaine|däerrain|DE RETRO||ADJ||Fem,Sing|g,p,v
des|des|un|UNUS||DET||ArtIndef,Masc,Plur|g,p,v
des|des1|un|UNUS||DET||ArtIndef,Fem,Plur|g,p,v
desarmerent|desarmerent|desarmer|ARMARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur|g,p,v
descendi|descendi|descendre|DESCENDERE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
descendirent|descendirent|descendre|DESCENDERE||VERB||Fin,Ind,Past,Intr,3,Plur|g,p,v
descendus|descendus|descendre|DESCENDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
descendus|descendus1|descendre|DESCENDERE||VERB|compTens|Ind,Part,Past,Pass,Plur,Masc,MWEs|g,p,v
descovri|descovri|descovrir|COOPERIRE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
desenor|desenor1|desonor|HONOS||NOUN||Masc,Sing,Acc|g,p,v
desevrer|desevrer|dessevrer|SEPARARE||VERB|Noun|Ind,Inf,Pres|g,p,v
desfioit|desfioit|desfier|*FIDARE||VERB||Fin,Ind,Imp,Act,Trans,3,Sing|g,p,v
desir|desir|desirrer|DESIDERARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing|g,p,v
desiriers|desiriers|desirrier|DESIDERARE||NOUN||Masc,Sing,Nom|g,p,v
desiriers|desiriers1|desirrier|DESIDERARE||NOUN||Masc,Plur,Acc|g,p,v
desiriter|desiriter|desireter|HEREDITARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
desiroit|desiroit|desirrer|DESIDERARE||VERB||Fin,Ind,Imp,Act,Trans,3,Sing|g,p,v
desmonterent|desmonterent|desmonter|*MONTARE||VERB||Fin,Ind,Past,Intr,3,Plur|g,p,v
desoremés|desoremés|desormais|HORA||ADV||Tim|g,p,v
desous|desous|desoz|SUBTUS||ADP|||g,p,v
desplaira|desplaira|desplaire|PLACERE||VERB||Fin,Ind,Fut,Intr,3,Sing|g,p,v
despulcella|despulcella|despuceler|*PULLICELLA||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
destorner|destorner|destorner|TORNARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
destrain|destrain|destreindre|DISTRINGERE||VERB||Fin,Ind,Pres,Act,Trans,3,Sing|g,p,v
destre|destre|destre|DEXTER||ADJ||Fem,Sing|g,p,v
destroite|destroite|destroit|DISTRICTUS1||ADJ||Fem,Sing|g,p,v
destruicion|destruicion|destrüison|DESTRUERE||NOUN||Fem,Sing|g,p,v
detrencherent|detrencherent|detrenchier|*TRINICARE||VERB||Fin,Ind,Past,Rfl,3,Plur|g,p,v
devant|devant1|devant|ABANTE||ADP|||g,p,v
devant_ce_qe|devant_ce_qe|devant|ABANTE||ADV|SConj |Loc,MWEs|g,p,v
devers|devers|devers|VERSUS1||ADP|||g,p,v
deverses|deverses|divers|DIVERSUS||ADJ||Fem,Plur|g,p,v
devis|devis|deviser|*DEVISARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
devise|devise|devise|*DIVISARE||NOUN||Fem,Sing|g,p,v
deviser|deviser|deviser|*DIVISARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
devoit|devoit|devoir|DEBERE||VERB|auxMod|Fin,Ind,Imp,3,Sing|g,p,v
devroit|devroit|devoir|DEBERE||VERB|auxMod|Fin,Cnd,Imp,3,Sing|g,p,v
devés|devés|devoir|DEBERE||VERB|auxMod|Fin,Ind,Pres,2,Plur|g,p,v
deïst|deïst|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,3,Sing|g,p,v
deüssiéz|deüssiéz|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,2,Plur|g,p,v
deüst|deüst|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,3,Sing|g,p,v
di|di|dire|DICERE||VERB||Fin,Ind,Pres,Intr,1,Sing|g,p,v
di|di1|dire|DICERE||VERB||Fin,Imp,Pres,Act,Trans,2,Sing|g,p,v
diex|diex|dieu|DEUS||NOUN||Masc,Plur,Acc|g,p,v
diex|diex1|dieu|DEUS||NOUN||Masc,Plur,Nom|g,p,v
diex|diex2|dieu|DEUS||NOUN||Masc,Sing,Nom|g,p,v
diex|diex3|dieu|DEUS||NOUN||Masc,Sing,Acc|g,p,v
dirai|dirai|dire|DICERE||VERB||Fin,Ind,Fut,Intr,1,Sing|g,p,v
dirais|dirais|dire|DICERE||VERB||Fin,Ind,Fut,Intr,2,Sing|g,p,v
dire|dire|dire|DICERE||VERB||Ind,Inf,Pres,Intr|g,p,v
disoient|disoient|dire|DICERE||VERB||Fin,Ind,Imp,Intr,3,Plur|g,p,v
disoit|disoit|dire|DICERE||VERB||Fin,Ind,Imp,Intr,3,Sing|g,p,v
dist|dist|dire|DICERE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
distrent|distrent|dire|DICERE||VERB||Fin,Ind,Past,Intr,3,Plur|g,p,v
dit|dit|dire|DICERE||VERB||Fin,Ind,Pres,Intr,3,Sing|g,p,v
dit|dit1|dire|DICERE||VERB||Fin,Ind,Pres,Act,Trans,3,Sing|g,p,v
dit|dit2|dire|DICERE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
dite|dite|dire|DICERE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs|g,p,v
dite|dite1|dire|DICERE||VERB||Fin,Imp,Pres,Intr,2,Plur|g,p,v
dites|dites|dire|DICERE||VERB||Fin,Ind,Pres,Intr,2,Plur|g,p,v
dites|dites1|dire|DICERE||VERB||Fin,Imp,Pres,Intr,2,Plur|g,p,v
doi|doi|doi|DIGITUS||NOUN||Masc,Sing,Acc|g,p,v
doi|doi1|devoir|DEBERE||VERB|auxMod|Fin,Ind,Pres,1,Sing|g,p,v
doie|doie|devoir|DEBERE||VERB|auxMod|Fin,Sub,Pres,2,Sing|g,p,v
doit|doit|devoir|DEBERE||VERB|auxMod|Fin,Ind,Pres,3,Sing|g,p,v
domast|domast|domer (GD)|DOMARE||VERB||Fin,Sub,Imp,Act,Trans,3,Sing|g,p,v
dona|dona|doner|DONARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
donaia|donaia|doner|DONARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
donee|donee|doner|DONARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
doner|doner|doner|DONARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
