tot_ce|tot_ce|tot|TOTUS||PRON|Pron|Ind,Neut,Sing,Nom,MWEs|g,p,v
tot_ce_qe|tot_ce_qe|tot|TOTUS||DET|SConj |Ind,Neut,Sing,MWEs|g,p,v
traitai|traitai|traitier|TRACTARE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
travaillier|travaillier|travaillier|*TRIPALIARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
trevant|trevant|trever (GD)|*TREUWA||VERB||Ind,Part,Pres,Intr|g,p,v
troie|troie|Troie|||PROPN||Fem,Sing|g,p,v
troien|troien|troyen|TROJANUS||ADJ|Noun|Masc,Sing,Nom|g,p,v
troienz|troienz|troyen|TROJANUS||ADJ||Masc,Sing,Nom|g,p,v
troienz|troienz1|troyen|TROJANUS||ADJ|Noun|Masc,Plur,Acc|g,p,v
trover|trover|trover|*TROPARE||VERB||Ind,Inf,Pres,Act,Trans|g,p,v
troverent|troverent|trover|*TROPARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur|g,p,v
trovés|trovés|trover|*TROPARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
trè_sage|trè_sage|sage|SAPIDUS||ADJ||Masc,Sing,Nom,Abs|g,p,v
un|un|un|UNUS||DET||ArtIndef,Masc,Sing|g,p,v
un|un2|un|UNUS||PRON||Ind,Masc,Sing,Nom|g,p,v
une|une|un|UNUS||DET||ArtIndef,Fem,Sing|g,p,v
vaillans|vaillans|valoir|VALERE||VERB|Adj|Ind,Part,Pres|g,p,v
vaillant|vaillant|valoir|VALERE||VERB|Adj|Ind,Part,Pres|g,p,v
veoit|veoit|vëoir|VIDERE||VERB||Fin,Ind,Imp,Act,Trans,3,Sing|g,p,v
veraie|veraie|verai|*VERACUS||ADJ||Fem,Sing|g,p,v
veraiement|veraiement|veraiement|*VERACUS||ADV||Man|g,p,v
verité|verité|verité|VERITAS||NOUN||Fem,Sing|g,p,v
veü|veü|vëoir|VIDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs|g,p,v
vint|vint|venir|VENIRE||VERB||Fin,Ind,Past,Intr,3,Sing|g,p,v
vit|vit|vëoir|VIDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|g,p,v
vivoit|vivoit|vivre1|VIVERE||VERB||Fin,Ind,Imp,Intr,3,Sing|g,p,v
vivroient|vivroient|vivre1|VIVERE||VERB||Fin,Cnd,Pres,Intr,3,Plur|g,p,v
voill|voill|voloir|VELLE||VERB|auxMod|Fin,Ind,Pres,1,Sing|g,p,v
volt|volt|voloir|VELLE||VERB|auxMod|Fin,Ind,Past,3,Sing|g,p,v
vos|vos|vos|VOS||PRON||Prs,2,Plur,Acc|g,p,v
vostrent|vostrent|voloir|VELLE||VERB|auxMod|Fin,Ind,Past,3,Plur|g,p,v
à|à|a3|AD||ADP|||g,p,v
à_la|à_la|a3|AD||ADP||PrepArt|g,p,v
afaire|afaire|afaire|FACERE||NOUN||Masc,Sing,Nom|,g,p,v
ai|ai|avoir|HABERE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing|,g,p,v
amonest|amonest|amonester|*ADMONESTARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing|,g,p,v
ans|ans|an|ANNUS||NOUN||Masc,Plur,Nom|,g,p,v
anz|anz|?||||||
aportés|aportés|?||||||
armaire|armaire|?||||||
aut|aut|haut|ALTUS||ADJ||Masc,Sing,Nom|,g,p,v
autre|autre|?||||||
autres|autres|autre|ALTER||DET||Ind,Masc,Plur,Nom|,g,p,v
bien|bien|bien2|BENE||NOUN||Masc,Sing,Nom|,g,p,v
ceste|ceste|cest|ISTE||PRON||Dem,Fem,Sing|,g,p,v
cestui|cestui|cest|ISTE||PRON||Dem,Masc,Sing,Nom|,g,p,v
devons|devons|?||||||
els|els|il|ILLE||PRON||Prs,3,Masc,Plur,Nom|,g,p,v
es|es|?||||||
fet|fet|faire|FACERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing|,g,p,v
fet|fet|?||||||
